id,source_id,source_school_id,source_method_id,university_short_name,university_name,program_source_code,major_code,major_name,admission_method_code,admission_method_name,year,score,note,quota
5f4f5dfe-86cd-4701-8ece-4d23e1973fe6,98735,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.65,Điểm trúng tuyển nữ; Địa bàn 2,18
36bccee7-5792-4321-92f4-59bb73ab2a65,98745,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.21,Điểm trúng tuyển nữ; Địa bàn 3,18
b8068acb-33dd-487c-8bc3-c74f5c9e5eaa,98725,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,25.94,Điểm trúng tuyển nam; Địa bàn 1,18
76ae4603-dfb2-4752-8dfb-b62d3f6d23f9,98746,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.26,Điểm trúng tuyển nữ; Địa bàn 3,18
17809918-6b6d-4ebe-b672-06c38faa964f,98726,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.54,Điểm trúng tuyển nam; Địa bàn 1,18
cd48bbfa-32de-4811-a2fd-841f4cd585a0,98736,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.23,Điểm trúng tuyển nữ; Địa bàn 2,18
b0cc4395-2fca-40d7-9e77-94df7ce1b049,98747,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,23.09,Điểm trúng tuyển nam; Địa bàn 8,18
3eb31f21-45cd-40c1-a5f8-c5062cc0bb4c,98727,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,27.98,Điểm trúng tuyển nữ; Địa bàn 1,18
8df8f633-4f82-4165-a1bb-f1468b998907,98737,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,27.91,Điểm trúng tuyển nữ; Địa bàn 2,18
242d9548-2331-4844-a27f-bb190d827a92,98748,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,24.76,Điểm trúng tuyển nam; Địa bàn 8,18
850fe2bc-d09a-4023-838d-128edcc1f952,98728,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,29.75,Điểm trúng tuyển nữ; Địa bàn 1,18
c2d951d7-2120-4a5c-b6d9-00806c3648ac,98738,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.18,Điểm trúng tuyển nữ; Địa bàn 2,18
fb55f870-4e57-4cc0-be0b-ac3327043632,98729,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.83,Điểm trúng tuyển nữ; Địa bàn 1,18
c383ec50-1487-4f34-9830-aba975e64244,98739,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,25.63,Điểm trúng tuyển nam; Địa bàn 3,18
b4e62418-dd28-46f0-9a18-b0181dc99847,98749,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,23.93,Điểm trúng tuyển nam; Địa bàn 8,18
557bb38d-9cf0-4a82-a515-f57ca1343025,98730,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.97,Điểm trúng tuyển nữ; Địa bàn 1,18
47fee61d-5c29-46df-8b85-25821e1d4985,98740,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.54,Điểm trúng tuyển nam; Địa bàn 3,18
510b892a-1785-42ce-97b9-0241649c1e61,98731,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.33,Điểm trúng tuyển nam; Địa bàn 2,18
99868b76-93f2-458b-9c73-b25c31c4756d,98741,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.13,Điểm trúng tuyển nam; Địa bàn 3,18
3661506b-3480-4123-90c4-ea8b19a6c80f,98732,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,27.15,Điểm trúng tuyển nam; Địa bàn 2,18
57b0f67f-717c-43bf-b7a7-297eb3762b08,98742,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.43,Điểm trúng tuyển nam; Địa bàn 3,18
4090c8f3-f229-43ab-a733-6c957b4ee585,98733,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.51,Điểm trúng tuyển nam; Địa bàn 2,18
632efbb8-c002-46c3-87b6-f5f877e7f2e3,98743,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.88,Điểm trúng tuyển nữ; Địa bàn 3,18
3139dac0-b850-4187-a34b-6d8a9734dcea,98723,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,25.39,Điểm trúng tuyển nam; Địa bàn 1,18
192cfd45-dd6b-42de-b8a4-86ec20fe9ce7,98734,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,26.39,Điểm trúng tuyển nam; Địa bàn 2,18
67a3e879-89ac-4949-915f-4540f466b50e,98744,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,28.28,Điểm trúng tuyển nữ; Địa bàn 3,18
ff0e6114-e208-4ef9-bfac-dd41fa377309,98724,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2021,27.03,Điểm trúng tuyển nam; Địa bàn 1,18
1ba1d86d-3eab-4319-b610-d854c194e0cd,119579,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,24.83,Điểm trúng tuyển nữ; Địa bàn 1,18
79cafdad-a004-4c80-9fda-5a8f0aa05f83,119592,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,20.93,Điểm trúng tuyển nam; Địa bàn 3,18
bfb1b5b2-fb94-4ca5-b687-d8afcd943a69,119580,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,24.62,Điểm trúng tuyển nữ; Địa bàn 1,18
64879dda-9023-47ef-a0ef-1926a7a5e184,119593,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,23,Điểm trúng tuyển nữ; Địa bàn 3,18
7f149aad-92c0-42cf-a379-ff50f4db07ed,119581,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,20.74,Điểm trúng tuyển nam; Địa bàn 2,18
76a0730e-1a04-4246-bb07-3fa6ed5272e2,119594,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,24.52,Điểm trúng tuyển nữ; Địa bàn 3,18
4d375ace-4445-438f-8a61-3e0aa99a9e6a,119582,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,21.04,Điểm trúng tuyển nam; Địa bàn 2,18
8a401648-78a3-4ae1-b20f-38dcfca2bb76,119595,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,24.46,Điểm trúng tuyển nữ; Địa bàn 3,18
ac996ba7-c1fe-404a-9e6e-88f3c5cc4d50,119583,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,22.27,Điểm trúng tuyển nam; Địa bàn 2,18
5d22d4e8-8c62-48f3-9f59-c4de8ed73738,119573,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,19.46,Điểm trúng tuyển nam; Địa bàn 1,18
de8560a8-e98f-4ac6-ab96-c8bb0f2d9b99,119596,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,23.43,Điểm trúng tuyển nữ; Địa bàn 3,18
445ff838-54af-47eb-9c1e-b29661dc8f94,119584,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,21.17,Điểm trúng tuyển nam; Địa bàn 2,18
1597f8ea-2069-4912-8426-008c1bef48a3,119586,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,24.78,Điểm trúng tuyển nữ; Địa bàn 2,18
8ceb2ef3-b499-43fe-a77f-f5dcd131b908,119574,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,19.35,Điểm trúng tuyển nam; Địa bàn 1,18
1865cf4c-0007-4f42-afae-eb96752e4318,119597,229,1,CSH,Học viện Cảnh sát nhân dân,7860100,7860100,Nhóm ngành nghiệp vụ Cảnh sát (Thí sinh Nam),THPT,Điểm thi THPT,2022,15.98,Điểm trúng tuyển nam; Địa bàn 8,18
